code,name,batch,stock,deal,free,mrp,rate,exp,supplier,company
MANPF,PANTAKIND-FLUX CAP,B2GKT002,-2,0,0,112.72,80.51,1/1/2022,MANKIND PHARMA (DISCOVERY)HYDERABAD,MANKIND(DISCOVERY)
MKAPD,ASTHAKIND-P DROPS,A0FZT006,120,5,1,60.5,43.21,1/1/2022,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKGKE,GATIKIND EYE DROPS,A7AQT001,1,10,3,60,42.86,1/1/2022,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKSMS,SCABELICE MEDICATED SOAP,F4IBT032,-2,11,1,75.9,51.46,1/1/2022,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MANTT,TERBINAFORCE TAB,J6AGT008,-1,11,1,82.77,59.12,1/1/2022,MANKIND PHARMA (LIFESTAR)HYDERABAD,MANKIND(LIFESTAR)
MKLPT,LECOPE TABS,D7AGT006,15,0,0,22.44,16.03,1/1/2022,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MKLPT,LECOPE TABS,D7AGT011,-15,0,0,22.44,16.03,1/1/2022,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122297R,TELMIKIND-40 TABS,B5IAT054,-2,0,0,34.04,24.31,1/1/2022,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122299R,TELMIKIND-H TABS,B1IAT024,-6,0,0,66.55,47.54,1/1/2022,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122304R,VOMIKIND-MD 4 TABS,D4IAT003,10,5,1,39.7,28.36,1/1/2022,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122304R,VOMIKIND-MD 4 TABS,D4IAT004,-10,5,1,39.7,28.36,1/1/2022,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
MADXS,DM-X SYP,BM15010,-4,9,1,78,55.71,1/1/2022,MARS PHARMA PRIVATE LIMITED HYDERABAD,MARS TERAPEUTICS & CHEMICALS LTD
MECON,EVION 600 MG CAP,M01BR19041,21,0,0,38.96,27.82,1/1/2022,MERCK LIMITED                 HYDERABAD,MERCK
PFGLS,GELUSIL ORIGINAL  LIQ,2019415E,12,0,0,159,113.56,1/1/2022,PFIZER LIMITED HYDERABAD,PFIZER (PAIN)
PDGMS,GELUSIL-MPS LIQ,2019045E,87,0,0,110,78.56,1/1/2022,PFIZER LIMITED HYDERABAD,PFIZER (PAIN)
ZUNMAXT,MAXTRA DROPS**,Z06AJ20007,1,9,1,69,49.29,1/1/2022,PRADEEP MEDICAL AGENCIES      HANAMKONDA,GENARAL COMPANY
SUNGE05,GEMER 0.5 TABS**,EMX0658,5,0,0,29.75,21.25,1/1/2022,PRUDHVI AGENCIES VIJAYAWADA,SUN PHARMACEUTICAL I LTD
SNGM1,GEMER-1 **,EMX0604,2,0,0,77.25,55.18,1/1/2022,PRUDHVI AGENCIES VIJAYAWADA,SUN PHARMACEUTICAL I LTD
USPRO,PROLOMET XL 50 TABS**,ESX0139,-3,0,0,63.17,45.12,1/1/2022,PRUDHVI AGENCIES VIJAYAWADA,SUN PHARMACEUTICAL I LTD
USDBO,DEROBIN ONT **,DB0080,-2,0,0,90.75,64.82,1/1/2022,PRUDHVI PHARMACEUTICALS VIJAYAWADA,USV PHARMA
USVSR,GLYCOMET 850MG SR TABS **,28020433,1,0,0,35.19,25.14,1/1/2022,PRUDHVI PHARMACEUTICALS VIJAYAWADA,USV PHARMA
ETUCT,ULTRACET TABS **,N1448,-4,0,0,201,143.57,1/1/2022,PRUDHVI PHARMACEUTICALS VIJAYAWADA,ETHNOR
ETUCT,ULTRACET TABS **,N1452,-1,0,0,201,143.57,1/1/2022,PRUDHVI PHARMACEUTICALS VIJAYAWADA,ETHNOR
DULFX,DULCOFLEX SUP (C),SC20011,30,0,0,46.19,34.64,1/1/2022,SARADA PHARMACY      MADHIRA,AVENTIES(BASE)
EDEV1,ELDERVIT-12 AMP ***,EP0196,2,11,1,27.1,19.6,1/1/2022,SARADA PHARMACY      MADHIRA,ELDER PHARMACEUTICALS LTD (ELVISTA)
MDPDO,PANDERM ++ ONT,KPC2070A,66,6,1,88.75,63.39,1/1/2022,SARADA PHARMACY      MADHIRA,MACLEODS  (MACPHAR)
PARM3,MOOV CREAM **,JK828,96,0,0,109,82.04,1/1/2022,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
PARM3,MOOV CREAM **,JK88,-96,0,0,109,82.04,1/1/2022,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
PAMOS,MOOV SPRAY**,B19089B,44,0,0,130,100.94,1/1/2022,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
UCAP2,AMPOXIN 250MG CAP,MFU9G001,-2,20,1,42.75,30.54,1/1/2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (UVA)
TORLT1,LAMITOR 100 DT TAB,2JH4G001,18,0,0,362,258.57,1/1/2022,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT PHARMA
DERMBAHH,DERMADEW BABY CREAM,B043,20,0,0,159,107.8,1/1/2022,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (HEALTHCARE)
H&HHDL,DERMADEW BABY LOTION,B081,10,0,0,120,81.36,1/1/2022,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (WELLNESS)
H&HKZC,KZ CREAM,HH084,21,0,0,209,149.29,1/1/2022,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (HEALTHCARE)
VIEGL,ENROGEN ORAL LIQUID,LEN20002,29,0,0,144,80.64,1/1/2022,VET INDIA PHARMACEUTICALS     HYDERABAD,VETINDIA
WLFCS,FLUCOLD SYR,FSR003A,200,9,1,45.7,32.64,1/1/2022,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
BIBT1,BIOTAX 1GM VIAL,F000266,847,5,1,37.06,26.47,1/1/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
BIBT2,BIOTAX 250MG VIAL,F000274,1,5,1,16.87,12.05,1/1/2022,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
MACBUD1,BUDETROL 200 INHALER,NFC907A,2,0,0,297.5,212.5,1/1/2022,,MACLEODS (GENCARE)
GECPD,CALPOL PEAD DROP,KB501,225,0,0,26.54,18.96,1/1/2022,,GLAXOSMITHKLINE(FORTIOR)
KWGMT,GLICLAZ-M  TABS ***,UTGGMA823,14,10,1,87.67,62.63,1/1/2022,,KHANDELWAL (XENON)
PPLPT,LYMPEDIM TAB,PPB01902,5,0,0,148.3,105.93,1/1/2022,,PHARMA PRODUCTS P LTD
MDM45,MAXOTAZ-4.5MG,LTC985A,39,10,2,232.88,166.34,1/1/2022,,MACLEODS(TB CARE)
NVMF4,MIFEX IV,MXI19039DC,131,0,0,280,181.5,1/1/2022,,NOVARTIS (VET) INDIA LIMITED
NCPR2,PARAXIN 250MG CAPS ***,PXB9012,52,0,0,85.22,56.81,1/1/2022,,ABBOT
SPPCT,PYRIN-C TAB,63TPN029,49,10,3,40,28.57,1/1/2022,,SAPCO LABORATORIES P LTD
PTAZD,AZEE 100MG DT,SA00482,60,0,0,22.99,16.42,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
CIPDU,DUOLIN FORTE ROTACAPS,SA00436,16,0,0,136.29,97.35,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 2)
CSDLR,DUOLIN ROTACAPS,BA00208,60,0,0,77.59,55.42,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 2)
CSFMN,FLOMIST NASAL SPRAY,SA00434,10,0,0,319.44,228.17,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP AR)
CSLLI,LEVOLIN CFC FREE INHELAR,SA00412,13,0,0,192.99,137.85,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
CILEV,LEVOLIN ROTACAPS,SA00617,65,0,0,27.76,19.83,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
CSMCT,MUCINAC 600 TAB,SB00037,7,0,0,231,165,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
CIRDC,URIMAX -D TABS,GH00132,7,0,0,477.95,341.39,31/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(UROLOGY)
DXE21,ENAM 2.5MG TAB,V000029,89,0,0,31.27,22.34,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DRGLIMYM,GLIMY M1 TAB,DRLAK0005,30,0,0,133.1,95.07,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DRKCI,K-CIT SYRUP,BKT0001,12,0,0,172.7,123.36,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PFD)
DRKSE,K-CIT SYRUP,BKT0010,21,0,0,117.7,84.07,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PFD)
DXOR4,OLSERTAIN-40MG TABS,G20OLA001,10,0,0,139.5,99.64,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DROIS,OMEZ INSTA SACHET,V000074,50,0,0,11.9,8.5,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DRODS,OMEZ-D SR CAP,E000182,19,0,0,154,110,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DRODS,OMEZ-D SR CAP,E000183,50,0,0,154,110,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DCSR1,STOLIN-R,BR0009,12,0,0,128.15,91.54,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(RECURA ACE)
DRLXYTAB,XYZAL 5MG TAB,EMV2000162,100,0,0,136,97.14,31/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR REDDYYS (GRANDERA)
MACNE,NEXOVAS 10 MG TABS,KNA2002A,7,0,0,94,67.14,31/12/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
MACCOG,VOGLIMAC GM 2 HD TABS,KVF2001A,81,0,0,160,114.29,31/12/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MACCOG,VOGLIMAC GM 2 HD TABS,KVF2001B,19,0,0,160,114.29,31/12/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PHARMA) DIVISION
MANT1,TRAMASURE 100MG INJ,E3AAT005,-12,10,10,22.93,16.38,31/12/2021,MANKIND PHARMA (FUTURE)HYDERABAD,MANKIND(FUTURE)
MKB12,BANDY PLUS-12 TABS,A9AGS007,40,0,0,28.8,20.57,31/12/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
122265R,CLARINOVA-250 TABS,B3AFT001,8,0,0,102,72.86,31/12/2021,MANKIND PHARMA LTD HYDERABAD,MANKIND PHARMA LTD.
BIMT1,MONOTAX 1GM VIAL,F000023,220,10,10,59.08,42.2,31/12/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
DROIS,OMEZ INSTA SACHET,V000024,30,0,0,11.9,8.5,30/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
ABBCR,CREON 10000 CAP,CNA0006,20,0,0,544.24,388.74,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (WH&GI)
KNDMS,DIGENE MINT SYR,DNB0005,40,0,0,115,82.14,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (CONSUMER CARE)
ABDUP,DUPHALAC SYRUP,131102D7,5,0,0,505.58,385.2,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (WH&GI)
ABBDO,DUPHALAC SYRUP,DRB0003,40,0,0,280.88,214,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (WH&GI)
NCNMZ,NEO-MERCAZOLE 10MG TAB,NZB0002,22,0,0,484.39,345.99,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (METABOLICS)
ABT12,THYRONORM 12.5MG TABS,AEF0170,9,0,0,177.41,126.72,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (METABOLICS)
ABBTHYRO,THYRONORM 62.5 MCG,AEF0311,16,0,0,183.57,131.12,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (METABOLICS)
ABTR1,THYRONORM-100MG TABS,AEF0309,80,0,0,156.49,111.78,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (METABOLICS)
ABT15,THYRONORM-150MG TABS,AEF0044,40,0,0,202.53,144.66,1/12/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (METABOLICS)
ACALS,ALTHROCIN SYR,2008000136,84,0,0,45.2,32.29,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(MAXIS DIVISION)
ALBRO,BROZEET LS  SYRUP,EH0269010,71,9,1,95.5,68.22,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(MAXIS DIVISION)
ALEE0,ETERNEX-T TABS,208000080,14,0,0,154.9,110.64,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
AGMF2,GLISEN MF 2 TAB,2008000126,-10,0,0,178,127.14,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALELS,LAVETA M SYRUP,BP0265001,40,0,0,77,55,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC CHEMICALS (MEGACARE)
ALEB1,ROXID LIQU,2008000105,24,0,0,149.99,107.14,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(PHARMA)
ALTZMT,TELLZY MT 25 TAB,200800002,25,0,0,242.55,173.25,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ACTZ2,TELLZY-20 TABS,2008000163,30,0,0,59.85,42.75,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALETZ,TELLZY-80 TABS,2008000044,15,0,0,165.14,117.96,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALCTA,TELLZY-AH TABS,2008000081,11,0,0,245.4,175.29,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALCCH,TELLZY-CH 40 TABS,2008000014,29,0,0,219.35,156.68,1/12/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALTOS,TAXIM-O DRY SYR,20460032,27,0,0,47.47,33.91,1/12/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (PHARMA)
ALTOS,TAXIM-O DRY SYR,20460032,100,0,0,47.47,33.91,1/12/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (PHARMA)
ASPTI,PANTOP 40MG VIAL,AB0251A090,67,10,5,48.8,34.86,1/12/2021,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,ARISTO PHARMA
ASTVA,TELVAS-AM TABS,BPA200029,2,0,0,64,45.71,1/12/2021,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,ARISTO (TASK FORCE)
ARID4,DURATAZ VIAL 4.5GM,MPA200367,22,10,5,239.83,171.3,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ARID4,DURATAZ VIAL 4.5GM,MPA200396,32,10,5,239.83,171.3,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ASH3S,HATRIC-3 SUSPN,MPA200071,6,0,0,24,17.14,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (MAIN FORCE-2)
ARISOFL5,PANTOP DSR CAPS,SPA200097,50,0,0,118.5,84.64,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ARISOFL6,PANTOP MPS SYRUP,MPA200161,60,0,0,69,49.29,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ASSSS,SMUTH SUSP,MPA200078,42,0,0,108,77.14,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (MAIN FORCE-2)
ASTHT,TELVAS-H 40/12.5MG TABS,SPA200011,150,0,0,64,45.71,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (TASK FORCE)
ARTL8,TELVAS-H 80/12.5MG TABS,SPA200036,50,0,0,119,85,1/12/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (TASK FORCE)
GUSPS,SEPTRAN (P) SYR,SG2008,358,0,0,17.92,13.59,1/12/2021,AUROBINDO DRUGS  VIJAYAWADA,KOYE PHARMA
BCACB,ANGICAM BETA TAB,AGB2002,26,0,0,31,22.14,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCAZB,AZIBEST 250MG TABS,AZT2001,20,9,1,63,45,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCAZB,AZIBEST 250MG TABS,AZT2002,40,9,1,63,45,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCAZ5,AZIBEST 500MG TABS,AZF2002,120,4,1,62,44.29,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLUDC,DICLOTAL AQ AMP,ZAAO2001,600,10,10,19.5,13.93,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCKM2,K-GLIM-M-2 TABS,ZUZ2002,20,0,0,56,40,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BLUMD,MEFTAGESIC DS SUSP,ZQL2014,116,9,1,55,39.29,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCMSD,MEFTAL SPAS DROPS,ZNM2001,60,0,0,40,28.57,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCTQL,TUSQ-D LOZENGES,ZKF2001,7,9,1,42,30,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCTQL,TUSQ-D LOZENGES,ZKF2002,50,9,1,42,30,1/12/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
SVZC3,ZYCLOZ LIQ,J000188,211,0,0,134.2,77.7,1/12/2021,CADILA HEALTHCARE LTD  (ANIMAL) HYDERABAD,SARABHAI VET (FARMCARE)
CSACF,AEROCORT FORTE ROT,SA00149,-1,0,0,78.65,56.17,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 LEGACY)
CIPAE,AZEE 100 DRY SYP,A600009,2,9,1,37.92,27.08,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
CIPAC,AZEE 200  DRY SYP,A600038,146,9,1,46.12,32.94,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
CIB5R,BUDECORT 0.5MG RESPULES,SA00209,94,0,0,116.7,83.4,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 NEBULIZATION)
CIBS5,BUDESAL 0.5 RESPULES,SA00366,20,0,0,181.5,129.6,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 NEBULIZATION)
CIPDLD,DUOLIN LD RESPULES,SA00381,37,0,0,69.5,49.65,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 NEBULIZATION)
CSDNS,DUONASE NASAL SPRAY,SA00079,7,0,0,365.22,260.87,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP AR)
CIPES,ESOMAC 40 TAB,EC00075,8,0,0,138.01,98.58,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NOH HIV)
CSF1R,FORACORT 100 RCAPS,SA00303,20,0,0,124.65,89.04,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 2)
CIL63,LEVOLIN-0.63 RESPULES,L800072,109,0,0,24.5,17.5,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 NEBULIZATION)
CSMLC,MONTAIR-LC TABS,SN00378,36,11,1,264.82,189.15,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 2)
CIN13,NOVAMOX-125 REDIUSE  SYR,KP00015,28,9,1,42.35,30.25,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CSSR1,SEROFLO 100MG R/C,SA00360,-1,0,0,206.91,147.79,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
CITVI,TIOVA INH,BA00190,10,0,0,528.64,377.6,1/12/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
DRATD,ATARAX DROPS,LI0420004,30,0,0,52.5,37.5,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR REDDYYS (GRANDERA)
DRBZ1,BECOZINC CAP,V000089,20,0,0,28.6,20.43,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DRDSL,DOXT-SL TABS,58CDS792,68,9,1,91.3,65.22,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DRDSL,DOXT-SL TABS,58CDS797,200,9,1,91.3,65.22,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DXSB1,STAMLO BETA TAB,E000079,84,0,0,165.55,118.25,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S (ZENURA)
DXSB1,STAMLO BETA TAB,E000085,120,0,0,165.55,118.25,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S (ZENURA)
DRT4T,TELSARTAN-40 TABS,E000090,2,0,0,100.61,71.86,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA-2)
DRT4T,TELSARTAN-40 TABS,E000091,15,0,0,100.61,71.86,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA-2)
REDVA,VANTEJ PASTE,B.BV0005,12,0,0,238,161.35,1/12/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(RECURA ACE)
EREMP5,EZEEPAM PLUS 5MG TAB,GEZA20001,20,0,0,77.89,55.42,1/12/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS  (NIKKOS)
EREMP5,EZEEPAM PLUS 5MG TAB,GEZA20001,10,0,0,77.89,55.42,1/12/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS  (NIKKOS)
ERIRO,RABONIK DSR TABS,GRBN20001,3,0,0,164.71,117.65,1/12/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS  (NIKKOS)
ERIRO,RABONIK DSR TABS,GRBN20001,10,0,0,164.71,117.65,1/12/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS  (NIKKOS)
ETRCT,RARICAP TAB,GRAF20001,-1,0,0,231.11,165.08,1/12/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS (MONTANA)
ETRCT,RARICAP TAB,GRAF20002,1,0,0,231.11,165.08,1/12/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS (MONTANA)
FBGPS,GLYCIPHAGE-SR 500 TAB,M20006,20,0,0,20.84,14.88,1/12/2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO-INDIAN (DIABETIX)
GEBA8,BETNESOL AMP,GS405,180,0,0,36.64,27.48,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(CTC TEAM)
GDBSF,BETNESOL FORTE TAB,NA438,500,0,0,17.65,12.6,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(CTC TEAM)
GDBVO,BETNOVATE SKIN CRM,NB317,100,0,0,18.35,13.11,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(CTC TEAM)
GDBC3,BETNOVATE-C SKIN CREAM,NA274,799,0,0,48.5,34.64,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(CTC TEAM)
GEC2S,CALPOL 250MG SYR,KB383,8,0,0,39.65,28.32,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GEC2S,CALPOL 250MG SYR,KB386,240,0,0,39.65,28.32,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GEC2S,CALPOL 250MG SYR,KB386,600,0,0,39.65,28.32,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GECPD,CALPOL PEAD DROP,KB496,120,0,0,26.54,18.96,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(FORTIOR)
GACT5,CEFTUM 500MG CAPS,MA600,-2,0,0,431,307.85,1/12/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(INGENIUM)
GENPV,PANTIN I.V,HAA20008,600,10,10,48.45,34.61,1/12/2021,HETERO HEALTHCARE LTD   HYDERABAD,GENX PHARMA LTD
ISAT2,ATM-250 TAB,ABU1A07,20,9,1,115.7,82.64,1/12/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
INGG5,CLOBEN-G CRM,CCT1AB4,60,5,1,55,39.29,1/12/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
VERLP,LYSATONE PLUS LIQUID,LPV20A10,60,9,1,131.55,93.96,1/12/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,VERITAZ HEALTHCARE LIMITED
INDO5,OXIPOD 50MG SYRUP,OBK4ABB8,24,8,2,81.9,58.5,1/12/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
INDOD,OXIPOD DROPS,OBM2ABB8,23,6,1,66.2,47.29,1/12/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
